AuthorId,DisplayName,OpenAlexId
9475,Yun Yen,A5009104622
9476,Ali Zarrinpar,A5018392486
9477,Xiaojie Qiu,A5046718695
9478,Yan Zhang,A5100456214
9479,Jorge D. Martin-Rufino,A5067999672
9480,Chen Weng,A5028716177
9481,Shayan Hosseinzadeh,A5088223052
9482,Dian Yang,A5103070201
9483,Angela N. Pogson,A5000424260
9484,Marco Y. Hein,A5000110732
9485,Kyung Hoi Min,A5085427795
9486,Li Wang,A5100336197
9487,Emanuelle I. Grody,A5036471443
9488,Matthew J. Shurtleff,A5028574985
9489,Ruoshi Yuan,A5002586572
9490,Song Xu,A5103461099
9491,Yi-An Ma,A5041806431
9492,Joseph M. Replogle,A5088564413
9493,Eric S. Lander,A5020748592
9494,Spyros Darmanis,A5028345315
9495,İvet Bahar,A5081814496
9496,Vijay G. Sankaran,A5003021419
9497,Jonathan S. Weissman,A5026663934
9498,Nicholas J. Shaheen,A5005139471
9499,Gary W. Falk,A5056998508
9500,Prasad G. Iyer,A5004136681
9501,Rhonda F. Souza,A5033515076
9502,Bryan G. Sauer,A5005502284
9503,Sachin Wani,A5072634224
9504,Frederick G.P. Welt,A5042884008
9505,Pinak Shah,A5033535782
9506,Herbert D. Aronow,A5072603443
9507,Anna E. Bortnick,A5077757065
9508,Timothy D. Henry,A5010240121
9509,Matthew W. Sherwood,A5085584599
9510,Michael N. Young,A5006943398
9511,Laura Davidson,A5021357839
9512,Sabeeda Kadavath,A5063425343
9513,Ehtisham Mahmud,A5002187451
9514,Ajay J. Kirtane,A5058875978
9515,Volker Vallon,A5085734264
9516,Subodh Verma,A5080334509
9517,Yuan Zhao,A5011377262
9518,Hui Huang,A5047595505
9519,Ah Young Lee,A5051156041
9520,Bin Li,A5100699877
9521,André Wildberg,A5018511159
9522,Mengchi Wang,A5022924777
9523,J. Seth Strattan,A5063673218
9524,Jean M. Davidson,A5004031300
9525,Ingrid Plajzer-Frick,A5059215285
9526,Catherine S. Novak,A5044303036
9527,Momoe Kato,A5082390270
9528,Tyler H. Garvin,A5088941207
9529,Quan Pham,A5032530466
9530,Anne Harrington,A5109701962
9531,Brandon J. Mannion,A5050300019
9532,Elizabeth A. Lee,A5042052926
9533,Y. Fukuda,A5008494541
9534,Yupeng He,A5100677816
9535,Brian A. Williams,A5104688756
9536,Diane Trout,A5026770174
9537,Hongbo Yang,A5076505156
9538,Wei Wang,A5100392302
9539,Yin Shen,A5104688310
9540,L Pennacchio,A5031716064
9541,Jodi Summers Holtrop,A5000926836
9542,Paul A. Estabrooks,A5059017693
9543,Bridget Gaglio,A5089629735
9544,Samantha M. Harden,A5021102279
9545,Rodger Kessler,A5063604246
9546,Diane K. King,A5075722935
9547,Bethany M. Kwan,A5016351256
9548,Marcia G. Ory,A5007421500
9549,Borsika A. Rabin,A5041740426
9550,Rachel C. Shelton,A5037607769
9551,Russell E. Glasgow,A5010317706
9552,Apar Kishor Ganti,A5024497224
9553,M. Bassetti,A5073499506
9554,Collin M. Blakely,A5010032300
9555,Anne C. Chiang,A5032284029
9556,Christopher D’Avella,A5047831501
9557,Afshin Dowlati,A5036587861
9558,Robert J. Downey,A5009311007
9559,Martin J. Edelman,A5063441489
9560,Charles Florsheim,A5023867744
9561,Kathryn A. Gold,A5038912570
9562,Jonathan W. Goldman,A5036134937
9563,J.C. Grecula,A5023083148
9564,Christine L. Hann,A5060537111
9565,Wade T. Iams,A5018378822
9566,Puneeth Iyengar,A5025135477
9567,Karen Kelly,A5077352149
9568,Maya Khalil,A5073920457
9569,Marianna Koczywas,A5012380163
9570,Robert E. Merritt,A5003251023
9571,Julian R. Molina,A5038755935
9572,César A. Moran,A5001098397
9573,Saraswati Pokharel,A5113971446
9574,Sonam Puri,A5059588535
9575,Angel Qin,A5021394498
9576,Jacob Sands,A5054580205
9577,Rafael Santana-Dávila,A5091168604
9578,Michael Shafique,A5036970226
9579,Saiama N. Waqar,A5080011474
9580,Amir Arastehfar,A5070207347
9581,Agostinho Carvalho,A5083146403
9582,Frank L. van de Veerdonk,A5075304288
9583,Jeffrey D. Jenks,A5023870300
9584,Robert Krause,A5005624054
9585,David S. Perlin,A5005383633
9586,M. Blanca Piazuelo,A5000074569
9587,Ernst J. Kuipers,A5081503066
9588,Dan Li,A5100380814
9589,Hyun Woo Kim,A5100330218
9590,Christopher A. Leber,A5038162702
9591,Garrison W. Cottrell,A5005315243
9592,Daniel Witvliet,A5026639551
9593,Ben Mulcahy,A5042796373
9594,James K. Mitchell,A5090384393
9595,Yaron Meirovitch,A5016876498
9596,Daniel R. Berger,A5008113792
9597,Yuelong Wu,A5055952862
9598,Yufang Liu,A5100761345
9599,Wan Xian Koh,A5063550677
9600,Rajeev Parvathala,A5069731670
9601,Douglas Holmyard,A5110012693
9602,Richard Schalek,A5036909597
9603,Nir Shavit,A5037659256
9604,Andrew Chisholm,A5041470900
9605,Jeff W. Lichtman,A5037495122
9606,Aravinthan D. T. Samuel,A5034926455
9607,Mei Zhen,A5063768132
9608,Chenxu Zhu,A5044873580
9609,Katherine S. Ruth,A5010938591
9610,Felix R. Day,A5059072765
9611,Jazib Hussain,A5046326705
9612,Ana Martínez-Marchal,A5042517759
9613,Catherine Aiken,A5086595936
9614,Ajuna Azad,A5053773989
9615,Deborah J. Thompson,A5006870605
9616,Lucie Knoblochová,A5058616451
9617,Hironori Abe,A5004399108
9618,Jane L. Tarry‐Adkins,A5053840716
9619,Javier Martín‐González,A5018220758
9620,Olivier B. Bakker,A5075155340
9621,Patrick Sulem,A5065151039
9622,Robin Walters,A5063254454
9623,Chikashi Terao,A5005705284
9624,Sandra Turon,A5084878837
9625,N. Charlotte Onland‐Moret,A5040046813
9626,Aditya Sankar,A5014207068
9627,Emil Peter Thrane Hertz,A5074851327
9628,Pascal Timshel,A5061711925
9629,Vallari Shukla,A5036933732
9630,Rehannah Borup,A5010857028
9631,Kristina Wendelboe Olsen,A5038288055
9632,Paula Aguilera,A5080664652
9633,Mònica Ferrer‐Roda,A5048212197
9634,Yan Huang,A5038003760
9635,Stasa Stankovic,A5086859908
9636,Paul R. H. J. Timmers,A5062131622
9637,Behrooz Z. Alizadeh,A5090566985
9638,Elnaz Naderi,A5105889750
9639,Alice M. Arnold,A5052674061
9640,Annelie Augustinsson,A5002359081
9641,Stefania Bandinelli,A5091741059
9642,Caterina Barbieri,A5081175357
9643,Robin N. Beaumont,A5076542409
9644,Matthias W. Beckmann,A5107211359
9645,Stefania Benónísdóttir,A5085673380
9646,Sven Bergmann,A5062662732
9647,Murielle Bochud,A5072307317
9648,Eric Boerwinkle,A5044048476
9649,Nicholas Bowker,A5081378100
9650,Linda Broer,A5053735474
9651,Julie E. Buring,A5090744975
9652,Harry Campbell,A5111959479
9653,Georgia Chenevix‐Trench,A5040784242
9654,Marina Ciullo,A5051315612
9655,Tanguy Corre,A5059267796
9656,Laura Crisponi,A5085568887
9657,Simon S. Cross,A5108129466
9658,Francesco Cucca,A5044270806
9659,George Davey Smith,A5013184354
9660,Renée de Mutsert,A5107861915
9661,Immaculata De Vivo,A5058319850
9662,Ellen W. Demerath,A5075195377
9663,Mikael Eriksson,A5037999437
9664,Tõnu Esko,A5007189110
9665,Luigi Ferrucci,A5048196698
9666,Nora Franceschini,A5004946791
9667,Timothy M. Frayling,A5025710476
9668,Massimo Mezzavilla,A5047569261
9669,Montserrat García‐Closas,A5076591561
9670,Harald Grallert,A5073127611
9671,Daníel F. Guðbjartsson,A5042302428
9672,Vilmundur Guðnason,A5000325789
9673,Niclas Håkansson,A5104110128
9674,Caroline Hayward,A5045835301
9675,Chunyan He,A5023120961
9676,Wei He,A5082372753
9677,Gerardo Heiss,A5107841923
9678,Hongyan Ning,A5013515751
9679,Darwin R. Labarthe,A5022048210
9680,LaPrincess C. Brewer,A5079409781
9681,Garima Sharma,A5100740425
9682,Wayne D. Rosamond,A5056145805
9683,Randi E. Foraker,A5034573276
9684,Terrie Black,A5004158544
9685,Michael A. Grandner,A5042035523
9686,Norrina B. Allen,A5028606685
9687,Helen Lavretsky,A5072623872
9688,Amanda M. Perak,A5037079382
9689,Lorena M. Malpica Serrano,A5032141502
9690,Moritz U. G. Kraemer,A5053988551
9691,Chris Newman,A5039017008
9692,Francis X. Riedo,A5019050731
9693,Chihiro Morishima,A5086380045
9694,Jeffrey R. Strich,A5070292544
9695,Richard T. Davey,A5068358102
9696,Jeffrey I. Cohen,A5024634769
9697,Marcus Maurer,A5091156366
9698,Markus Magerl,A5078401880
9699,Stephen Betschel,A5054011595
9700,Werner Aberer,A5066206543
9701,Ignacio J. Ansotegui,A5027993808
9702,Emel Aygören‐Pürsün,A5086352783
9703,Aleena Banerji,A5038528775
9704,Noémi‐Anna Bara,A5063839673
9705,Isabelle Boccon‐Gibod,A5066356763
9706,Konrad Bork,A5088431125
9707,Laurence Bouillet,A5045287052
9708,Henrik Balle Boysen,A5086056149
9709,Nicholas Brodszki,A5077731556
9710,Paula J. Busse,A5056801807
9711,Anette Bygum,A5035470406
9712,Teresa Caballero,A5000365272
9713,Mauro Cancian,A5049968923
9714,Anthony J. Castaldo,A5045122588
9715,Danny M. Cohn,A5061828081
9716,Dorottya Csuka,A5023553419
9717,Henriette Farkas,A5078959215
9718,Mark Gompels,A5014109607
9719,Richard Gower,A5028895250
9720,Anete Sevciovic Grumach,A5022486434
9721,Guillermo Guidos Fogelbach,A5071012529
9722,Michihiro Hide,A5027554519
9723,Hye‐Ryun Kang,A5086184730
9724,Allen P. Kaplan,A5053946031
9725,Constance H. Katelaris,A5010309403
9726,Sorena Kiani‐Alikhan,A5047789937
9727,Wei‐Te Lei,A5012450709
9728,Richard F. Lockey,A5014470416
9729,Hilary Longhurst,A5089073407
9730,William R. Lumry,A5090720454
9731,Andrew J. MacGinnitie,A5039664955
9732,Alejandro Malbrán,A5010798708
9733,Inmaculada Martinez Saguer,A5110572047
9734,Juan José Matta,A5028563461
9735,Alexander Nast,A5040921378
9736,Dinh Van Nguyen,A5023397696
9737,Sandra Nieto-Martínez,A5053903289
9738,Ruby Pawankar,A5022142463
9739,Jonny Peter,A5009308092
9740,Grzegorz Porębski,A5024308447
9741,Nieves Prior,A5072026949
9742,Avner Reshef,A5009663015
9743,Marc A. Riedl,A5048414853
9744,Bruce Ritchie,A5090274588
9745,Farrukh Sheikh,A5066214623
9746,William Smith,A5046780897
9747,Peter J. Spaeth,A5004237078
9748,Marcin Stobiecki,A5067140555
9749,Elias Toubi,A5087975525
9750,Lilian Varga,A5042234744
9751,Karsten Weller,A5083926014
9752,Andrea Zanichelli,A5072640199
9753,Yuxiang Zhi,A5073315295
9754,Bruce L. Zuraw,A5057664558
9755,Timothy Craig,A5062644309
9756,Debanjan Dhar,A5069116914
9757,Jacopo Baglieri,A5082623325
9758,Ruiqi Zhang,A5100786643
9759,Seunghyun Lee,A5100426789
9760,Hsinhan Tsai,A5053698047
9761,Woojin Choi,A5104302152
9762,Kai-Ping Wang,A5101894874
9763,Yanqi Luo,A5101091646
9764,Xinran Zheng,A5004684778
9765,Matt Pharr,A5088417468
9766,Jinkyoung Yoo,A5016297054
9767,Wanyi Nie,A5082395322
9768,Jiajun Yuan,A5102671880
9769,Samir Gupta,A5079444927
9770,David A. Lieberman,A5017964935
9771,Joseph C. Anderson,A5005361717
9772,Carol A. Burke,A5048624487
9773,Jason A. Dominitz,A5047126443
9774,Tonya Kaltenbach,A5060931929
9775,Douglas J. Robertson,A5074781691
9776,Aasma Shaukat,A5000135593
9777,Sapna Syngal,A5079620607
9778,Douglas K. Rex,A5083845259
9779,Gorakh Pawar,A5055433774
9780,Minghao Zhang,A5100782594
9781,Diyi Cheng,A5012581046
9782,Shuru Chen,A5041837343
9783,Miguel Ceja,A5063786309
9784,Henry Musrock,A5062410434
9785,Mei Cai,A5080373967
9786,Bor Yann Liaw,A5023702577
9787,Jason S. Seidman,A5075551397
9788,Ty D. Troutman,A5070961197
9789,Mashito Sakai,A5002891606
9790,Anita Gola,A5000760969
9791,Nathanael J. Spann,A5050271447
9792,Hunter Bennett,A5023950836
9793,Cassi M. Bruni,A5080548394
9794,Zhengyu Ouyang,A5113953195
9795,Rick Z. Li,A5034711628
9796,Binh T. Vu,A5079550708
9797,Martina P. Pasillas,A5011817383
9798,Kaori M. Ego,A5034409113
9799,David Gosselin,A5029282130
9800,Verena M. Link,A5044844190
9801,Ling-Wa Chong,A5081543584
9802,Bonne M. Thompson,A5038755005
9803,Jeffrey G. McDonald,A5003828326
9804,Mojgan Hosseini,A5022525731
9805,Ronald N. Germain,A5088777789
9806,Rui Wang,A5100431408
9807,Ruqi Tang,A5103277621
9808,Bo Li,A5100374510
9809,Xiong Ma,A5064191581
9810,Herbert Tilg,A5050626665
9811,Elizabeth M. Brunt,A5072014736
9812,Zachary Goodman,A5024470010
9813,David E. Cohen,A5103339710
9814,Barbara R. Terlouw,A5024305342
9815,Kai Blin,A5018360029
9816,Jorge C. Navarro-Muñoz,A5076983738
9817,Nicole E. Avalon,A5077072391
9818,Marc G. Chevrette,A5079313598
9819,Susan Egbert,A5016070708
9820,Sang Hyeon Lee,A5101498433
9821,David Meijer,A5071656104
9822,Michael J. J. Recchia,A5011988580
9823,Zachary L. Reitz,A5090326468
9824,Jeffrey A. van Santen,A5071037562
9825,Nelly Sélem‐Mójica,A5039207099
9826,Thomas Tørring,A5064745606
9827,Liana Zaroubi,A5084665797
9828,Mohammad Alanjary,A5027781296
9829,Gajender Aleti,A5061946831
9830,César Aguilar,A5087697833
9831,Suhad A. A. Al-Salihi,A5051653685
9832,Hannah E. Augustijn,A5011227155
9833,J. Abraham Avelar‐Rivas,A5044998307
9834,Luis Alfredo Avitia-Dominguez,A5036964499
9835,Francisco Barona‐Gómez,A5083255554
9836,Jordan Bernaldo-Agüero,A5014289316
9837,Vincent A. Bielinski,A5080155982
9838,Friederike Biermann,A5036545419
9839,Thomas Booth,A5041720825
9840,Víctor J. Carrión,A5051219312
9841,Raquel Castelo‐Branco,A5036313663
9842,Fernanda O. Chagas,A5064683208
9843,Pablo Cruz‐Morales,A5082616293
9844,Chao Du,A5082019295
9845,Katherine Duncan,A5088799398
9846,Athina Gavriilidou,A5068418868
9847,Damien Gayrard,A5011874703
9848,Karina Gutiérrez-García,A5045864808
9849,Kristina Haslinger,A5046531031
9850,Eric J. N. Helfrich,A5062139071
9851,AFIF PRANAYA JATI,A5059209291
9852,Edward Kalkreuter,A5066390705
9853,Nikolaos Kalyvas,A5000485314
9854,Satria A. Kautsar,A5003484549
9855,Wonyong Kim,A5014946404
9856,Aditya M. Kunjapur,A5061341492
9857,Yong‐Xin Li,A5100405256
9858,Geng-Min Lin,A5051875200
9859,Catarina Loureiro,A5049904498
9860,Joris J. R. Louwen,A5050633498
9861,Nico L L Louwen,A5089390318
9862,George Lund,A5027246426
9863,Jonathan Parra,A5090343483
9864,Benjamin Philmus,A5076724110
9865,Bita Pourmohsenin,A5036497401
9866,Lotte J. U. Pronk,A5028592350
9867,Adriana Rego,A5087136590
9868,Rex Devasahayam Arokia Balaya,A5017256214
9869,Serina L. Robinson,A5004798651
9870,Luis Rodrigo Rosas-Becerra,A5023626815
9871,Eve Tallulah Roxborough,A5058073695
9872,Michelle Schorn,A5047659464
9873,Darren Scobie,A5017246658
9874,Kumar Saurabh Singh,A5076100570
9875,Nika Sokolova,A5072024116
9876,Xiaoyu Tang,A5012106499
9877,Aruna Vigneshwari,A5114035547
9878,Kristiina Vind,A5013266875
9879,Sophie P. J. M. Vromans,A5069810186
9880,Valentin Waschulin,A5067297452
9881,Sam E. Williams,A5063840986
9882,Jaclyn M. Winter,A5050978353
9883,Thomas E. Witte,A5050607382
9884,Huali Xie,A5090766170
9885,Dong Yang,A5066162156
9886,Jingwei Yu,A5069840082
9887,Mitja M. Zdouc,A5078965540
9888,Zheng Zhong,A5035042848
9889,Jérôme Collemare,A5020957173
9890,Roger G. Linington,A5015133560
9891,Tilmann Weber,A5086274481
9892,Marnix H. Medema,A5034845813
9893,David Erlinge,A5077055608
9894,Akiko Maehara,A5082883917
9895,Ori Ben‐Yehuda,A5046037086
9896,Hans Erik Bøtker,A5004368211
9897,Michael Mæng,A5013878625
9898,Lars Kjøller‐Hansen,A5044567553
9899,Thomas Engstrøm,A5055011899
9900,Mitsuaki Matsumura,A5089917199
9901,Aaron Crowley,A5060412536
9902,Ovidiu Dressler,A5013515607
9903,Gary S. Mintz,A5002654097
9904,Ole Fröbert,A5051178773
9905,Jonas Persson,A5057460689
9906,Rune Wiseth,A5051719170
9907,Alf Inge Larsen,A5061642703
9908,Lisette Okkels Jensen,A5060335933
9909,Jan Erik Nordrehaug,A5091432568
9910,Øyvind Bleie,A5070244031
9911,Elmir Ömerovic,A5079991822
9912,Claes Held,A5087154648
9913,Stefan James,A5073596004
9914,Ziad A. Ali,A5045551385
9915,James E. Muller,A5001774464
9916,Gregg W. Stone,A5046629853
9917,Ole Ahlehoff,A5084109605
9918,Azad Amin,A5003429251
9919,Oskar Angerås,A5078991342
9920,Praveen Appikonda,A5098031100
9921,Saranya Balachandran,A5016280185
9922,Ståle Barvik,A5025079630
9923,Kristoffer Bendix,A5021592336
9924,Maria Bertilsson,A5016633839
9925,U Boden,A5064793961
9926,Nigussie Bogale,A5051234392
9927,Vernon Bonarjee,A5090751508
9928,Fredrik Calais,A5029863846
9929,J. Carlsson,A5040034652
9930,Steen Carstensen,A5111859626
9931,Christina Christersson,A5086614840
9932,Evald Høj Christiansen,A5007579304
9933,Maria Corral,A5113578095
9934,Ole De Backer,A5025700014
9935,Usama Dhaha,A5098031101
9936,Christian Dworeck,A5018730895
9937,Kai M. Eggers,A5022627688
9938,Charlotta Elfström,A5083231747
9939,Julia Ellert,A5053274857
9940,Erlend Eriksen,A5066447952
9941,Christian Oliver Fallesen,A5059877144
9942,M. Forsman,A5112616579
9943,Helena Fransson,A5013525578
9944,Mohsen Gaballa,A5040468335
9945,Marek Gacki,A5098031102
9946,Matthias Götberg,A5007515859
9947,Lars Hagström,A5083328117
9948,Theresa Hallberg,A5077973587
9949,Kristina Hambræus,A5011557580
9950,Inger Haraldsson,A5050836048
9951,Jan Harnek,A5051444095
9952,Ole Havndrup,A5026187462
9953,Knut Hegbom,A5033703667
9954,Matthias Heigert,A5080874267
9955,Steffen Helqvist,A5037020231
9956,Jon Herstad,A5072560356
9957,Ziad Hijazi,A5078318313
9958,Lene Holmvang,A5014707937
9959,Dan Ioanes,A5033267664
9960,Amjid Iqbal,A5046433210
9961,Allan Iversen,A5110309810
9962,Jaclyn Jacobson,A5108739889
9963,Lars Jakobsen,A5017419308
9964,Ivana Jankovic,A5101624902
9965,Ulf Jensen,A5008937315
9966,Karin Jensevik,A5028383961
9967,Nina Johnston,A5046216818
9968,Torfi Fjalar Jonasson,A5112616580
9969,Erik Jørgensen,A5073393275
9970,Francis R. Joshi,A5034854414
9971,Ulf Kajermo,A5038126001
9972,Frida Kåver,A5098031103
9973,Henning Kelbæk,A5059617202
9974,Thomas Kellerth,A5091207663
9975,Mitra Kish,A5001207705
9976,Wolfgang Köenig,A5028480812
9977,Sasha Koul,A5112567348
9978,Bo Lagerqvist,A5086614315
9979,Bertil Larsson,A5108600670
9980,Jens Flensted Lassen,A5002757728
9981,Olav Leiren,A5098056553
9982,Zhe Li,A5101394272
9983,Christer Lidell,A5088815771
9984,Rikard Linder,A5045986754
9985,Michael Lindstaedt,A5017157164
9986,Gunilla Lindström,A5076042352
9987,Сhen Liu,A5000185193
9988,Kjetil Halvorsen Løland,A5015573462
9989,Jacob Lønborg,A5112380754
9990,László Márton,A5013091544
9991,Habib Mir-Akbari,A5075052337
9992,Shameema Mohamed,A5112616578
9993,Mina K. Chung,A5084723768
9994,Kristen K. Patton,A5039541572
9995,Chu‐Pak Lau,A5004139461
9996,Alexander Romeno Janner Dal Forno,A5062109462
9997,Sana M. Al‐Khatib,A5084326780
9998,Vanita Arora,A5024903506
9999,Ulrika Birgersdotter‐Green,A5028585204
10000,Yong‐Mei Cha,A5011432597
10001,Eugene H. Chung,A5009365214
10002,Edmond M. Cronin,A5052231570
10003,Anne B. Curtis,A5029926431
10004,Iwona Cygankiewicz,A5090813706
10005,Gopi Dandamudi,A5002208427
10006,Anne M. Dubin,A5038508528
10007,Douglas P. Ensch,A5091984583
10008,Taya V. Glotzer,A5070161365
10009,Michael R. Gold,A5010939026
10010,Zachary D. Goldberger,A5047776139
10011,Rakesh Gopinathannair,A5075528598
10012,Eiran Z. Gorodeski,A5038677955
10013,Alejandra Gutiérrez,A5066169895
10014,Juan C. Guzmán,A5072448609
10015,Weijian Huang,A5007767899
10016,Peter B. Imrey,A5033519431
10017,Julia H. Indik,A5028475616
10018,Saima Karim,A5001937416
10019,Peter P. Karpawich,A5024207460
10020,Yaariv Khaykin,A5005781762
10021,Erich L. Kiehl,A5033552332
10022,Jordana Kron,A5009240295
10023,Valentina Kutyifa,A5055217700
10024,Mark S. Link,A5061856321
10025,Joseph E. Marine,A5017367861
10026,Wilfried Müllens,A5086624399
10027,Seung‐Jung Park,A5065417122
10028,Ratika Parkash,A5039188388
10029,Manuel Patete,A5057996284
10030,Rajeev K. Pathak,A5050419482
10031,Carlos Perona,A5013556085
10032,John Rickard,A5106670979
10033,Mark H. Schoenfeld,A5110712011
10034,Swee‐Chong Seow,A5005400860
10035,Win‐Kuang Shen,A5010500199
10036,Morio Shoda,A5019548316
10037,Jagmeet P. Singh,A5022861745
10038,David J. Slotwiner,A5024025955
10039,Arun Raghav Mahankali Sridhar,A5013472965
10040,Uma N. Srivatsa,A5002860390
10041,Eric C. Stecker,A5087132752
10042,Tanyanan Tanawuttiwat,A5027892117
10043,W.H. Wilson Tang,A5035023430
10044,Carlos A. Tapias,A5059695767
10045,Cynthia M. Tracy,A5007520572
10046,Gaurav A. Upadhyay,A5101794005
10047,Niraj Varma,A5036210507
10048,Kevin Vernooy,A5048637744
10049,Pugazhendhi Vijayaraman,A5086904042
10050,Sarah Ann Worsnick,A5039810521
10051,Wojciech Zaręba,A5002121570
10052,Emily P. Zeitler,A5038070724
10053,Xueya Zhou,A5082994193
10054,Pamela Feliciano,A5006993209
10055,Chang Shu,A5100723541
10056,Tianyun Wang,A5102901776
10057,Irina Astrovskaya,A5049005208
10058,Jacob B. Hall,A5022449046
10059,Joseph Obiajulu,A5026241140
10060,Jessica Wright,A5084123483
10061,Shwetha C. Murali,A5008412432
10062,Simon Xu,A5081211564
10063,Leo Brueggeman,A5058060024
10064,Taylor Thomas,A5066028991
10065,Olena Marchenko,A5001556331
10066,Christopher Fleisch,A5006431517
10067,Sarah D. Barns,A5102413938
10068,LeeAnne Green Snyder,A5013977738
10069,Bing Han,A5010428577
10070,Timothy S. Chang,A5011479553
10071,Tychele N. Turner,A5065768941
10072,William T. Harvey,A5045150068
10073,Andrew Nishida,A5060773615
10074,Brian J. O’Roak,A5078218872
10075,Adrienne Adams,A5046231304
10076,Alpha Amatya,A5110945701
10077,Alicia Andrus,A5079988642
10078,Asif Bashar,A5107893958
10079,Anna Berman,A5060682302
10080,Alison Brown,A5108005904
10081,Alexies Camba,A5078812152
10082,Amanda C. Gulsrud,A5034216413
10083,Anthony D. Krentz,A5023220906
10084,Amanda D. Shocklee,A5011406364
10085,Alex Lash,A5072083393
10086,Anne Fanta,A5096256749
10087,Ali Fatemi,A5025057760
10088,Angela Fish,A5038420554
10089,Alexandra Goler,A5021963703
10090,Antonio González,A5100626105
10091,Anibal Gutierrez,A5026646617
10092,Antonio Y. Hardan,A5048800466
10093,Amy Hess,A5063485528
10094,Anna Hirshman,A5096146403
10095,Alison Holbrook,A5064862726
10096,J. Andrea,A5112859402
10097,Anthony J. Griswold,A5089163662
10098,Angela Gruber,A5113995904
10099,A Jarratt,A5108678611
10100,Anna Jelinek,A5096065530
10101,Alissa Jorgenson,A5091867171
10102,Aline Juárez,A5109849778
10103,Annes Kim,A5114028358
10104,Alex Kitaygorodsky,A5109584252
10105,Addie Luo,A5018759486
10106,Angela L. Rachubinski,A5075322368
10107,Allison Wainer,A5089802981
10108,Amy M. Daniels,A5017237436
10109,Anup Mankar,A5096360453
10110,Andrew L. Mason,A5073803865
10111,Alexandra Miceli,A5061063714
10112,Anna Milliken,A5053886456
10113,Amy Morales-Lara,A5077756608
10114,Alexandra N. Stephens,A5077587317
10115,Ai Nhu Nguyen,A5102489764
10116,Amy Nicholson,A5062718076
10117,Anna Marie Paolicelli,A5072923576
10118,Alexander P. McKenzie,A5070626083
10119,Abha R. Gupta,A5110907896
10120,A Raven,A5095566414
10121,Anna Rhea,A5096098415
10122,Andrea Simon,A5104325096
10123,Aubrie Soucy,A5077965251
10124,Amy Swanson,A5005610402
10125,Anthony Sziklay,A5018518196
10126,Amber Tallbull,A5096324112
10127,Angela Tesng,A5096065531
10128,Audrey W. M. Ward,A5102229713
10129,Allyson Zick,A5103885614
10130,Brittani A. Hilscher,A5080685264
10131,Brandi Bell,A5114028359
10132,Barbara Enright,A5114028360
10133,B. E. Robertson,A5111637076
10134,Brenda Hauf,A5058914435
10135,Bill Jensen,A5108818381
10136,Brandon Lobisi,A5096225508
10137,Brianna M. Vernoia,A5039261129
10138,Brady Schwind,A5096360454
10139,Bonnie VanMetre,A5096128733
10140,Craig A. Erickson,A5012860439
10141,Catherine Sullivan,A5063299552
10142,Charles F. Albright,A5081370900
10143,Claudine Anglo,A5020716621
10144,Cate Buescher,A5096065532
10145,Catherine C. Bradley,A5013118838
10146,Claudia Campo-Soria,A5096168316
10147,Cheryl Cohen,A5086676078
10148,Costanza Colombi,A5004911308
10149,Chris Diggins,A5096225509
10150,Catherine Edmonson,A5047446598
10151,Scott C. Thomson,A5020811053
10152,Harold L. Dauerman,A5014700972
10153,John C. Messenger,A5052015802
10154,Sunil V. Rao,A5018963320
10155,Cindy L. Grines,A5039649958
10156,Amal Mattu,A5014279329
10157,Rajiv Jauhar,A5000445339
10158,Perwaiz Meraj,A5009245627
10159,Ivan C. Rokos,A5014938644
10160,John S. Rumsfeld,A5104002753
10161,Stefan Schreiber,A5059435501
10162,Timothy E. Ritter,A5112754273
10163,Ronald Fogel,A5074767363
10164,Rajiv Mehta,A5027309924
10165,Sandeep Nijhawan,A5004841800
10166,Radosław Kempiński,A5062966152
10167,Rafał Filip,A5034807007
10168,Ihor Hospodarskyy,A5071549972
10169,Ursula Seidler,A5024119946
10170,Frank Seibold,A5019638425
10171,Ian Beales,A5009689476
10172,Hyo Jong Kim,A5101751716
10173,John McNally,A5111914520
10174,Chohee Yun,A5007471022
10175,Sally Zhao,A5052391350
10176,Xiaopeng Liu,A5100633302
10177,Chia‐Hsiang Hsueh,A5110249078
10178,Chantal Tasset,A5085019532
10179,R. Besuyen,A5051779319
10180,Mamoru Watanabe,A5045376146
10181,Toshifumi Hibi∥,A5026205612
10182,Terra Sztain,A5090468695
10183,Surl-Hee Ahn,A5064401041
10184,Anthony T. Bogetti,A5067081047
10185,E. Seitz,A5065864316
10186,Ryan S. McCool,A5044482648
10187,Fiona L. Kearns,A5080498765
10188,F.J. Acosta-Reyes,A5038159655
10189,Suvrajit Maji,A5078620906
10190,Ghoncheh Mashayekhi,A5066902061
10191,J. Andrew McCammon,A5015837947
10192,A. Ourmazd,A5046278266
10193,Joachim Frank,A5042892654
10194,Lillian T. Chong,A5029475330
10195,Chloe Mirzayi,A5070472788
10196,Audrey Renson,A5030609254
10197,Cesare Furlanello,A5072609433
10198,Susanna‐Assunta Sansone,A5008806860
10199,Fatima Zohra,A5046444796
10200,Shaimaa Elsafoury,A5012221707
10201,Ludwig Geistlinger,A5021558653
10202,Lora J. Kasselman,A5055143351
10203,Kelly Eckenrode,A5067757344
10204,Janneke van de Wijgert,A5018761768
10205,Amy Loughman,A5049598375
