PaperId,PaperReferenceId
W3022285953,W1979404155
W3022285953,W2196232857
W3022285953,W2954467291
W3022285953,W1982352150
W3022285953,W3016805625
W3022285953,W3017312007
W3022285953,W1964015794
W3022285953,W2986115017
W3022285953,W1982559408
W3022285953,W2158812536
W3022285953,W2171291163
W3022285953,W2431193407
W3022285953,W2160678789
W3022285953,W2152770371
W3022285953,W2912990441
W3022285953,W2784155653
W3022285953,W2080752012
W3022285953,W2170776626
W3022285953,W1715451660
W3022285953,W4243979784
W3022285953,W2159675211
W3022285953,W1611787727
W3022285953,W2023010129
W3022285953,W2537132940
W3022285953,W2151581834
W3022285953,W2131417105
W3022285953,W2029476353
W3022285953,W2127322768
W3022285953,W2558999090
W3022285953,W1757990252
W3022285953,W2949926789
W3022285953,W2058835307
W3022285953,W3003637715
W3022285953,W1986533523
W3022285953,W2034475831
W3022285953,W2898402099
W3022285953,W2256756668
W3022285953,W2886432125
W3022285953,W2742420066
W3022285953,W2896681387
W3022285953,W2148043260
W3022285953,W3217730596
W4200150166,W2238402354
W4200150166,W2009422376
W4200150166,W1971719398
W4200150166,W2026058811
W4200150166,W183071939
W4200150166,W2122572959
W4200150166,W2963926543
W4200150166,W3109585842
W4200150166,W2963627347
W4200150166,W2471962767
W4200150166,W2968257580
W4200150166,W2145178170
W4200150166,W2962785568
W3208645186,W2172937406
W3208645186,W2013335946
W3208645186,W2075498171
W3208645186,W6732639428
W3208645186,W3036882129
W3208645186,W1971765404
W3208645186,W2051106489
W3208645186,W2075314561
W3208645186,W2129660502
W3208645186,W3023639742
W3208645186,W2344333698
W3208645186,W2344526152
W3208645186,W6732717179
W3208645186,W2524597629
W3208645186,W2908594383
W3208645186,W2149395822
W3208645186,W2793149982
W3208645186,W4294215472
W3208645186,W2104000083
W3208645186,W2149466250
W3208645186,W2050655210
W3208645186,W2343060669
W3208645186,W2771072028
W3208645186,W2010266308
W3208645186,W6639614994
W3208645186,W1996600674
W3208645186,W2792037535
W3208645186,W2288857480
W3208645186,W2900619723
W3208645186,W2808827828
W3208645186,W6754963437
W3208645186,W636341350
W3208645186,W1557459633
W3208645186,W2991792334
W3208645186,W2582336476
W3208645186,W2894648648
W3208645186,W2156098321
W3208645186,W2580429265
W3208645186,W1893962865
W3208645186,W1503839900
W3208645186,W2329395632
W3025320502,W2899470993
W3025320502,W3013348202
W3025320502,W2188526495
W3025320502,W2374702470
W3025320502,W6775586402
W3025320502,W1979065938
W3025320502,W3015321334
W3025320502,W2096525106
W3025320502,W2612594162
W3025320502,W2946450286
W3025320502,W2578918711
W3025320502,W2464400647
W3025320502,W2810461543
W3025320502,W2806925824
W3025320502,W2945153532
W3025320502,W3008443627
W3025320502,W3016288338
W3025320502,W2132346896
W3025320502,W2557207823
W3025320502,W2070215035
W3025320502,W2069672947
W3025320502,W2761617108
W3025320502,W3011488280
W3025320502,W3013231340
W3025320502,W6774659622
W3025320502,W2068592034
W3025320502,W2474050077
W3025320502,W2588137025
W3025320502,W2201693747
W3025320502,W6776351192
W3025320502,W2275381817
W3025320502,W2953065444
W3025320502,W6774296288
W3025320502,W2116101651
W3025320502,W2462273350
W3025320502,W2915839491
W3025320502,W2961959532
W3025320502,W2156415385
W3025320502,W1503151765
W3025320502,W2968573498
W3025320502,W1981108131
W3025320502,W2481866561
W3025320502,W3013160031
W3025320502,W2765584638
W3025320502,W2135360970
W3025320502,W2151809231
W3025320502,W2125763513
W3025320502,W2134182833
W3025320502,W2119956271
W3025320502,W2146729150
W3025320502,W2159857626
W3025320502,W1944657476
W3025320502,W2076787697
W3025320502,W3016269138
W3025320502,W2035691116
W3025320502,W3015371627
W3025320502,W2969579093
W3025320502,W1876888557
W3025320502,W2898389621
W3025320502,W2146980643
W3025320502,W1893326865
W3025320502,W2036182565
W3025320502,W2070463916
W3025320502,W3008028633
W3025320502,W3015751519
W3025320502,W2034273529
W3025320502,W1999546368
W3025320502,W2115101593
W3025320502,W2418601731
W3025320502,W2742905047
W3025320502,W3009885589
W3025320502,W3087128437
W3025320502,W3015988827
W3025320502,W3081204841
W3025320502,W3017268399
W3025320502,W3037718428
W3025320502,W3039383257
W3025320502,W3013568541
W3025320502,W3036689191
W3025320502,W3008884953
W3025320502,W3036290265
W3004480399,W1973702005
W3004480399,W3006500278
W3004480399,W2129136620
W3004480399,W2152061559
W3004480399,W2117785761
W3004480399,W2173818354
W3004480399,W2158251052
W3004480399,W2018851752
W3004480399,W2343368549
W3004480399,W2291640500
W3004480399,W2344657883
W3004480399,W2345503748
W3004480399,W2413309626
W3004480399,W2611187032
W3004480399,W2749641460
W3004480399,W2059300459
W3004480399,W2008255210
W3004480399,W2342628598
W3004480399,W2158065648
W3004480399,W2124977765
W3004480399,W2953163445
W3004480399,W2512945549
W3004480399,W2340219588
W3004480399,W2915160617
W3004480399,W2800002600
W3004480399,W2294814189
W3004480399,W2166673658
W3004480399,W2109948920
W3004480399,W3004584205
W3004480399,W2149551151
W3004480399,W2739980119
W3004480399,W2008507595
W3004480399,W3004647847
W3004480399,W2799563655
W3004480399,W2404400936
W3004480399,W1979044015
W3004480399,W2009720434
W3004480399,W2952948100
W3004480399,W2606616407
W3004480399,W2581568937
W3004480399,W2755775794
W3004480399,W2542991120
W3004480399,W2266041843
W3004480399,W2204392137
W3004480399,W2064855999
W3004480399,W2472440090
W3004480399,W2147963772
W3004480399,W2032320097
W3004480399,W2015094428
W3004480399,W2781490247
W3004480399,W1974305374
W3004480399,W1841331176
W3004480399,W2524881570
W3004480399,W2952050708
W3004480399,W6684830039
W3004480399,W2032409312
W3004480399,W2347107809
W3004480399,W2922482538
W3004480399,W2487072962
W3004480399,W2800414575
W3004480399,W2938255062
W3004480399,W1971536112
W3004480399,W2116542188
W3004480399,W2168698826
W3004480399,W2001932471
W3004480399,W1246381107
W4283271244,W3011576436
W4283271244,W2945704446
W4283271244,W4283372439
W4283271244,W4283381496
W4283271244,W4297492402
W4283271244,W3203758057
W4283271244,W2149858388
W4283271244,W3094287941
W4283271244,W7073569597
W4283271244,W1985823023
W4283271244,W2509828689
W4283271244,W2592060299
W4283271244,W1998406030
W4283271244,W2321560918
W4283271244,W2998560384
W4283271244,W4220744517
W4283271244,W2599630893
W4283271244,W2761962384
W4283271244,W2107139993
W4283271244,W2792424510
W4283271244,W2094640639
W4283271244,W2334315924
W4283271244,W2903624486
W4283271244,W2613258404
W4283271244,W2884883239
W4283271244,W2951419909
W4283271244,W3008002744
W4283271244,W3206166311
W4283271244,W593231466
W4283271244,W2326726820
W4283271244,W3017704884
W4283271244,W3046671820
W4283271244,W2908744276
W4283271244,W4210694051
W4283271244,W6910372432
W4283271244,W2026134786
W4283271244,W4226526247
W4283271244,W783150221
W4283271244,W2134972928
W4283271244,W3135725870
W4283271244,W3172203368
W4283271244,W4210847810
W4283271244,W6808007009
W4283271244,W4206641089
W4283271244,W2553468399
W4283271244,W2588703660
W4283271244,W2767347576
W4283271244,W2120306804
W4283271244,W3203763528
W4283271244,W3045588145
W4283271244,W3094956317
W4283271244,W3096773647
W4283271244,W2617816639
W4283271244,W2738042624
W4283271244,W1999482916
W4283271244,W2908053292
W4283271244,W3161543281
W4283271244,W2799598310
W4283271244,W2883296682
W4283271244,W2029422337
W4283271244,W371903256
W4283271244,W3206858243
W4283271244,W2107027906
W4283271244,W2993442296
W4283271244,W3008475348
W4283271244,W3214276704
W4283271244,W3170908410
W4283271244,W1967493696
W4283271244,W2404349210
W4283271244,W2592523517
W4283271244,W2564877639
W4283271244,W6731019857
W4283271244,W1986917919
W4283271244,W2324083112
W4283271244,W2996481390
W4283271244,W3110501170
W4283271244,W3096615582
W4283271244,W2557652172
W4283271244,W3037094020
W4283271244,W3015869041
W4283271244,W2899556108
W4283271244,W3017104695
W4283271244,W3198111978
W4283271244,W3092571362
W4283271244,W2320355971
W4283271244,W2890325820
W4283271244,W3209184978
W4283271244,W2005685023
W4283271244,W2059936434
W4283271244,W3104441174
W4283271244,W2923688292
W4283271244,W3093257661
W4283271244,W3082984220
W4283271244,W4205277412
W4283271244,W6805390024
W4283271244,W3209573575
W4283271244,W4200432403
W4283271244,W6804886792
W4283271244,W4205981184
W4283271244,W6806385404
W4283271244,W3049436126
W4283271244,W2921153272
W4283271244,W3039010453
W4283271244,W2989688132
W4283271244,W2774965746
W4283271244,W2905119036
W4283271244,W2070503734
W4283271244,W2295097092
W4283271244,W2052065215
W4283271244,W3086613311
W4283271244,W1985391822
W4283271244,W2992196501
W4283271244,W2000169728
W4283271244,W2732399975
W4283271244,W2617832192
W4283271244,W3093329224
W4283271244,W3201849543
W4283271244,W4226479096
W4283271244,W3174446584
W4283271244,W2010174847
W4283271244,W1601459982
W4283271244,W3203878671
W4283271244,W2162079601
W4283271244,W2534157516
W4283271244,W4207077348
W4283271244,W3153276636
W4283271244,W4226528069
W3006500278,W2150677022
W3006500278,W2139216037
W3006500278,W2153010521
W3006500278,W3004859565
W3006500278,W3004480399
W3006500278,W3004584205
W3006500278,W3004647847
W3006500278,W3004498009
W3006500278,W3004888802
W3006500278,W3005218670
W3006500278,W3005400930
W3006500278,W3005188734
W3006500278,W3005477834
W3006500278,W3004462687
W3006500278,W3004613412
W3006500278,W2994748066
W3006500278,W3087075382
W3006500278,W3005469082
W3006500278,W2089569798
W3006500278,W1524092019
W3006500278,W2117692326
W3006500278,W2121906867
W3006500278,W2796408191
W3006500278,W2796153225
W3006500278,W2796153844
W3006500278,W1630410517
W3006500278,W3005189887
W3006500278,W2012753533
W3006500278,W2344657883
W3006500278,W2149551151
W3006500278,W2611387862
W3006500278,W2949492942
W3006500278,W2104500293
W3006500278,W2724571272
W3006500278,W2039877945
W3006500278,W2030209169
W3006500278,W2108643617
W3006500278,W2011830133
W3006500278,W2065087624
W3006500278,W2808757951
W3006500278,W2324488473
W3006500278,W2770273110
W3006500278,W2737542366
W3006500278,W2589112207
W3006500278,W2010991736
W3006500278,W2159715390
W3006500278,W2011957420
W3006500278,W2109991075
W3006500278,W2129136620
W3006500278,W2064855999
W3006500278,W1969665013
W3006500278,W2109948920
W3006500278,W2150194381
W3006500278,W1601755300
W3006500278,W1848939527
W3006500278,W2739980119
W3006500278,W2164963347
W3006500278,W2142924577
W3006500278,W1986820103
W3006500278,W2128537223
W3006500278,W2611187032
W3006500278,W1950829641
W3006500278,W2152061559
W3006500278,W2204392137
W3006500278,W1978469053
W3006500278,W2523216993
W3006500278,W2135199713
W3006500278,W2112087830
W3006500278,W2322685558
W3006500278,W1659768997
W3006500278,W2045807857
W3006500278,W2154422767
W3006500278,W2115520939
W3006500278,W1517051009
W3006500278,W2156509269
W3006500278,W2048177238
W3006500278,W2040606106
W3006500278,W2103453025
W3006500278,W2581179619
W3006500278,W2058285525
W3006500278,W2019078072
W3006500278,W2579563793
W3006500278,W2576576365
W3006500278,W2921650138
W3006500278,W2037086031
W3006500278,W2804291108
W3006500278,W2769591387
W3006500278,W4247053599
W3006500278,W2104549677
W3006500278,W2582574843
W3006500278,W2564735272
W3006500278,W2217642920
W3006500278,W2154397429
W3006500278,W2146005104
W3006500278,W2060965924
W3006500278,W2138601221
W3006500278,W2170490448
W3006500278,W2166673658
W3006500278,W2065121554
W3006500278,W1999485420
W3006500278,W2513185582
W3006500278,W2014323284
W3006500278,W2156603613
W3006500278,W1912672559
W3006500278,W2168133698
W3006500278,W3004890574
W3006500278,W2064152621
W3006500278,W4240294902
W3006500278,W2108698786
W3006500278,W2950833487
W3006500278,W3004883393
W3006500278,W3104123570
W3006500278,W2103441770
W4220999759,W2953263404
W4220999759,W2168909179
W4220999759,W2127230663
W4220999759,W1635391495
W4220999759,W2013992544
W4220999759,W2132510972
W4220999759,W2507240154
W4220999759,W2002438422
W4220999759,W2612812586
W4220999759,W2132341951
W4220999759,W1579534339
W4220999759,W2607669908
W4220999759,W2790220607
W4220999759,W3042374389
W4220999759,W2968499116
W4220999759,W3049406222
W4220999759,W2557610530
W4220999759,W2208231423
W4220999759,W2985175171
W4220999759,W3148425969
W4220999759,W2031028681
W4220999759,W2104549677
W4220999759,W4225399233
W4220999759,W2156104322
W4220999759,W2194172909
W4220999759,W3088400220
W4220999759,W4220886647
W4220999759,W4220937793
W4220999759,W2789689928
W4220999759,W2964558489
W4220999759,W3125399386
W4220999759,W4226118718
W4220999759,W3002095319
W4220999759,W2899614295
W4220999759,W3043322546
W4220999759,W2904350464
W4220999759,W2952306768
W4220999759,W3113162057
W4220999759,W2898598946
W4220999759,W4225379371
W4220999759,W2522993044
W4220999759,W2792200327
W4220999759,W2100480706
W4220999759,W2158441437
W4220999759,W2803553976
W4220999759,W2062981254
W4220999759,W4225409101
W4220999759,W2986109835
W4220999759,W1570437652
W4220999759,W2017163422
W4220999759,W2127169977
W4220999759,W2128016314
W4220999759,W2082127114
W4220999759,W2026556066
W4220999759,W2034519999
W4220999759,W2162440278
W4220999759,W3159082119
W4220999759,W2153325555
W4220999759,W2128371599
W4220999759,W2119279196
W4220999759,W2779975541
W4220999759,W3004208933
W4220999759,W2762876887
W4220999759,W3128153948
W4220999759,W3033870872
W4220999759,W2096634299
W4220999759,W2950354111
W4220999759,W2914411275
W4220999759,W2717753789
W4220999759,W3092652421
W4220999759,W1598134722
W4220999759,W2892689606
W4220999759,W2049610700
W4220999759,W3042377559
W4220999759,W4225293672
W4220999759,W3042933198
W4220999759,W3085758516
W4220999759,W2789843538
W4220999759,W2575750030
W4220999759,W3159728495
W4220999759,W2889664156
W4220999759,W3208186059
W4220999759,W3184406756
W4220999759,W2891647208
W4220999759,W2950121474
W4220999759,W3167438710
W4220999759,W2021341670
W4220999759,W2056554987
W4220999759,W2952870794
W4220999759,W3022783334
W4220999759,W2788228074
W4220999759,W2897774129
W4220999759,W2059003504
W4220999759,W2166088819
W4220999759,W2114765236
W4220999759,W2141287548
W4220999759,W2108234281
W4220999759,W2113229788
W4220999759,W2613925306
W4220999759,W2971034312
W4220999759,W3113006061
W4220999759,W2888425844
W4220999759,W2805146307
W4220999759,W2952626329
W4220999759,W2154775341
W4220999759,W2952527196
W4220999759,W2166825456
W4220999759,W2995527562
W4220999759,W2098937968
W4220999759,W4220850399
W4220999759,W3014502522
W4220999759,W2160378127
W4220999759,W2799524357
W4220999759,W2097706568
W4220999759,W2065461553
W4220999759,W2141052558
W4220999759,W1487781539
W4220999759,W2592811885
W4220999759,W4232909036
W4220999759,W2095685450
W4220999759,W2808547740
W4220999759,W3047598142
W4220999759,W3128198169
W4220999759,W4220968807
W4220999759,W4294012180
W4220999759,W2197124664
W4220999759,W4317502116
W4220999759,W2921895833
W3121008609,W3086192834
W3121008609,W3025320502
W3121008609,W3087924281
W3121008609,W3033022675
W3121008609,W3084879098
W3121008609,W3043502363
W3121008609,W3024643080
W3121008609,W3049325061
W3121008609,W3016489853
W3121008609,W3047880178
W3121008609,W3088256443
W3121008609,W3087862874
W3121008609,W3080981445
W3121008609,W3042587425
W3121008609,W3025129816
W3121008609,W3086298873
W3121008609,W3088800697
W3121008609,W3092357584
W3121008609,W3082291484
W3121008609,W3094968263
W3121008609,W3041450977
W3121008609,W3024882076
W3121008609,W3038698073
W3121008609,W3022917947
W3121008609,W3026558549
W3121008609,W3042323010
W3121008609,W3035459690
W3121008609,W3092503590
W3121008609,W3111431752
W3121008609,W3043559115
W3121008609,W2037099233
W3121008609,W1964704877
W3121008609,W3009885589
W3121008609,W2605502565
W3121008609,W2985393490
W3121008609,W2135360970
W3121008609,W2118362622
W3121008609,W2527013454
W3121008609,W3015988827
W3121008609,W3087402740
W3121008609,W3036931136
W3121008609,W3082342835
W3121008609,W3086125063
W3121008609,W3036386821
W3121008609,W3027204812
W3121008609,W3092050672
W3121008609,W3107730772
W3121008609,W2945819592
W3121008609,W3011825528
W3121008609,W2107255899
W3121008609,W3049243611
W3121008609,W2076787697
W3121008609,W2772063315
W3121008609,W2946450286
W3121008609,W3041502662
W3121008609,W3092801179
W3121008609,W3097108880
W3121008609,W1538962595
W3121008609,W2074899179
W3121008609,W3095477004
W3121008609,W1977189837
W3121008609,W3042183476
W3121008609,W3045734160
W3121008609,W3046061621
W3121008609,W3023609288
W3121008609,W2418601731
W3121008609,W2161784995
W3121008609,W2914668666
W3121008609,W2125447490
W3121008609,W2104823480
W3121008609,W2596769025
W3121008609,W3045724532
W3121008609,W3092024794
W3121008609,W3080458234
W3121008609,W3095375824
W3121008609,W3100022091
W3121008609,W3027630905
W3121008609,W3007643904
W3121008609,W3025631553
W3121008609,W2059563418
W3121008609,W3134099704
W3121008609,W3123967880
W3121008609,W3121906900
W4381681857,W2253667517
W4381681857,W6691648812
W4381681857,W2067740038
W4381681857,W2158347907
W4381681857,W2060205727
W4381681857,W1983417944
W4381681857,W3004644667
W4381681857,W3015579983
W4381681857,W3091471007
W4381681857,W3034631925
W4381681857,W3082844463
W4381681857,W6782256041
W4381681857,W3170399214
W4381681857,W2320591233
W4381681857,W2957317165
W4381681857,W3215447362
W4381681857,W4362603308
W4381681857,W2102009612
W4381681857,W7075606806
W4381681857,W3091865777
W4381681857,W4200536452
W4381681857,W4200584065
W4381681857,W4214734357
W4381681857,W2794639926
W4381681857,W3085130952
W4381681857,W7075590680
W4381681857,W2165296488
W4381681857,W3118250993
W4381681857,W2908524400
W4381681857,W4318923555
W4381681857,W3174905293
W4381681857,W3003361050
W4381681857,W3111076260
W4381681857,W1987296974
W4381681857,W2026464825
W4381681857,W3126281441
W3045910546,W2259938310
W3045910546,W2076154138
W3045910546,W2247766769
W3045910546,W2102304447
W3045910546,W1544691147
W3045910546,W1991543373
W3045910546,W3045696640
W3045910546,W3046003662
W3045910546,W3045747015
W3045910546,W3046013264
W3045910546,W3046196569
W3045910546,W3046151504
W3045910546,W3045946041
W3045910546,W3045703643
W3045910546,W3045864178
W3045910546,W3037228562
W3045910546,W2612724210
W3045910546,W2119410269
W3045910546,W2967490731
W3045910546,W2982084458
W3045910546,W1997535872
W3045910546,W2307041907
W3045910546,W2762250455
W3045910546,W2785792383
W3045910546,W2118608526
W3045910546,W2117757143
W3045910546,W3009631752
W3045910546,W2117792884
W3045910546,W2056198580
W3045910546,W2059099579
W3045910546,W2891870314
W3045910546,W2090037139
W3045910546,W2070021921
W3045910546,W2161212572
W3045910546,W1985621639
W3045910546,W2137279138
W3045910546,W3045759143
W3045910546,W2969971209
W3045910546,W1964963969
W3045910546,W2168602111
W3045910546,W2142184151
W3045910546,W1968931043
W3045910546,W1981030303
W3045910546,W2078526277
W3045910546,W1973062929
W3045910546,W1997767982
W3045910546,W2131487299
W3045910546,W1996760543
W3045910546,W2412481123
W3045910546,W2566958422
W3045910546,W3046699218
W3045910546,W2337876203
W3045910546,W2572662684
W3045910546,W2763574125
W3045910546,W2924489771
W3045910546,W2166810745
W3045910546,W2061747833
W3045910546,W2898598946
W3045910546,W2231865019
W3045910546,W2081164083
W3045910546,W2127835459
W3045910546,W2180985467
W3045910546,W2103441770
W3045910546,W1977996760
W3045910546,W2146512944
W3045910546,W2125158282
W3045910546,W2124514674
W3045910546,W2167852161
W3045910546,W2915985519
W3045910546,W2102599158
W3045910546,W3004068257
W3045910546,W2738314696
W3045910546,W2982332545
W3115410759,W2149170290
W3115410759,W2121569640
W3115410759,W3013062810
W3115410759,W2790232685
W3115410759,W2766230215
W3115410759,W1996234608
W3115410759,W2161723853
W3115410759,W2975668959
W3115410759,W2966081179
W3115410759,W2604490502
W3115410759,W1545237033
W3115410759,W2284889751
W3115410759,W2945946343
W3115410759,W7073703153
W3115410759,W1974217486
W3115410759,W2113444727
W3115410759,W2071339121
